reviewid,title,artist,score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year,artist_artist,genre
22703,mezzanine,massive attack,9.3,0,nate patrin,contributor,2017-01-08,6,8,1,2017,massive attack,electronic
22721,prelapsarian,krallice,7.9,0,zoe camp,contributor,2017-01-07,5,7,1,2017,krallice,metal
22659,all of them naturals,uranium club,7.3,0,david glickman,contributor,2017-01-07,5,7,1,2017,uranium club,rock
22661,first songs,"kleenex, liliput",9.0,1,jenn pelly,associate reviews editor,2017-01-06,4,6,1,2017,kleenex,rock
22661,first songs,"kleenex, liliput",9.0,1,jenn pelly,associate reviews editor,2017-01-06,4,6,1,2017,liliput,rock
22725,new start,taso,8.1,0,kevin lozano,tracks coordinator,2017-01-06,4,6,1,2017,taso,electronic
22722,insecure (music from the hbo original series),various artists,7.4,0,vanessa okoth-obbo,contributor,2017-01-05,3,5,1,2017,various artists,
22704,stillness in wonderland,little simz,7.1,0,katherine st. asaph,contributor,2017-01-05,3,5,1,2017,little simz,rap
22694,tehillim,yotam avni,7.0,0,andy beta,contributor,2017-01-05,3,5,1,2017,yotam avni,electronic
22714,reflection,brian eno,7.7,0,andy beta,contributor,2017-01-04,2,4,1,2017,brian eno,experimental
22724,filthy america its beautiful,the lox,5.3,0,ian cohen,contributor,2017-01-04,2,4,1,2017,the lox,rap
22715,clear sounds/perfetta,harry bertoia,8.0,0,marc masters,contributor,2017-01-04,2,4,1,2017,harry bertoia,experimental
22745,run the jewels 3,run the jewels,8.6,1,sheldon pearce,associate staff writer,2017-01-03,1,3,1,2017,run the jewels,rap
22700,nadir,steven warwick,7.6,0,thea ballard,contributor,2017-01-03,1,3,1,2017,steven warwick,electronic
22720,december 99th,yasiin bey,3.5,0,marcus j. moore,contributor,2017-01-02,0,2,1,2017,yasiin bey,rap
22699,don't smoke rock,"smoke dza, pete rock",7.4,0,dean van nguyen,contributor,2017-01-02,0,2,1,2017,smoke dza,rap
22699,don't smoke rock,"smoke dza, pete rock",7.4,0,dean van nguyen,contributor,2017-01-02,0,2,1,2017,pete rock,rap
22665,punk45: les punks: the french connection (the first wave of french punk 1977-80),various artists,6.6,0,louis pattison,contributor,2017-01-02,0,2,1,2017,various artists,
22666,brnshj (puncak),senyawa,7.4,0,philip sherburne,contributing editor,2017-01-02,0,2,1,2017,senyawa,experimental
22719,merry christmas lil mama,"chance the rapper, jeremih",8.1,0,sheldon pearce,associate staff writer,2016-12-30,4,30,12,2016,chance the rapper,"rap, pop/r&b"
22719,merry christmas lil mama,"chance the rapper, jeremih",8.1,0,sheldon pearce,associate staff writer,2016-12-30,4,30,12,2016,jeremih,"rap, pop/r&b"
22667,///// effectual,jamire williams,7.2,0,benjamin scheim,contributor,2016-12-30,4,30,12,2016,jamire williams,experimental
22691,love you to death,the-dream,7.0,0,rebecca haithcoat,contributor,2016-12-29,3,29,12,2016,the-dream,"rap, pop/r&b"
22702,what graceless dawn,worm ouroboros,7.5,0,sam sodomsky,associate staff writer,2016-12-29,3,29,12,2016,worm ouroboros,metal
22718,not the actual events ep,nine inch nails,6.3,0,benjamin scheim,contributor,2016-12-28,2,28,12,2016,nine inch nails,rock
22706,holy science,elder ones,7.8,0,seth colter walls,contributor,2016-12-28,2,28,12,2016,elder ones,experimental
22695,"early tapes, 1996-1998",the microphones,6.5,0,benjamin scheim,contributor,2016-12-27,1,27,12,2016,the microphones,"rock, experimental"
22713,the wasp factory,ben frost,7.3,0,brian howe,contributor,2016-12-27,1,27,12,2016,ben frost,electronic
22705,a very kacey christmas,kacey musgraves,6.8,0,marc hogan,senior staff writer,2016-12-23,4,23,12,2016,kacey musgraves,folk/country
22532,turn into,jay som,8.2,0,quinn moreland,assistant editor,2016-12-23,4,23,12,2016,jay som,rock
22701,traditional music of notional species vol. ii,rashad becker,6.8,0,andy beta,contributor,2016-12-23,4,23,12,2016,rashad becker,electronic
22707,swiss radio days vol. 41 - zurich 1961,ray charles,9.0,1,seth colter-walls,contributor,2016-12-22,3,22,12,2016,ray charles,jazz
22708,do what thou wilt.,ab-soul,4.4,0,sheldon pearce,associate staff writer,2016-12-22,3,22,12,2016,ab-soul,rap
22559,the great southern trendkill,pantera,7.7,0,savy reyes-kulkarni,contributor,2016-12-22,3,22,12,2016,pantera,metal
22692,the return of east atlanta santa,gucci mane,7.6,0,renato pagnani,contributor,2016-12-21,2,21,12,2016,gucci mane,rap
22677,jackie ost,mica levi,7.1,0,kevin lozano,tracks coordinator,2016-12-21,2,21,12,2016,mica levi,experimental
22469,"passion, pain & demon slayin",kid cudi,6.7,0,matthew strauss,associate editor,2016-12-20,1,20,12,2016,kid cudi,"rock, rap"
22711,pieces in space,sammus,7.2,0,sheldon pearce,associate staff writer,2016-12-20,1,20,12,2016,sammus,rap
22678,fireplace: thenottheotherside,hodgy,5.0,0,matthew strauss,associate editor,2016-12-19,0,19,12,2016,hodgy,rap
22664,slight freedom,jeff parker,8.0,0,philip sherburne,contributing editor,2016-12-19,0,19,12,2016,jeff parker,jazz
22685,in the loop: a decade of remixes,a-trak,6.4,0,andy beta,contributor,2016-12-17,5,17,12,2016,a-trak,"rap, electronic"
22690,heart song,jess williamson,7.7,0,benjamin scheim,contributor,2016-12-17,5,17,12,2016,jess williamson,
22689,american boyfriend: a suburban love story,kevin abstract,6.4,0,david turner,contributor,2016-12-17,5,17,12,2016,kevin abstract,rap
22697,throat,adr,7.1,0,thea ballard,contributor,2016-12-17,5,17,12,2016,adr,
22681,w:/2016album/,deadmau5,5.9,0,philip sherburne,contributing editor,2016-12-16,4,16,12,2016,deadmau5,electronic
22698,oh no no no remixes ep,jessy lanza,6.5,0,vanessa okoth-obbo,contributor,2016-12-16,4,16,12,2016,jessy lanza,pop/r&b
22684,grunewald,peter broderick,6.7,0,benjamin scheim,contributor,2016-12-16,4,16,12,2016,peter broderick,experimental
22693,chronology,qasim naqvi,7.5,0,seth colter walls,contributor,2016-12-16,4,16,12,2016,qasim naqvi,experimental
22686,stoney,post malone,4.5,0,matthew ramirez,contributor,2016-12-15,3,15,12,2016,post malone,rap
22643,bob dylan: the 1966 live recordings,bob dylan,9.3,0,jesse jarnow,contributor,2016-12-15,3,15,12,2016,bob dylan,rock
22640,melo de melo ep,"ricardo villalobos, umho",7.0,0,andrew gaerig,contributor,2016-12-15,3,15,12,2016,ricardo villalobos,electronic
22640,melo de melo ep,"ricardo villalobos, umho",7.0,0,andrew gaerig,contributor,2016-12-15,3,15,12,2016,umho,electronic
22688,equality now ep,peder mannerfelt,7.1,0,louis pattison,contributor,2016-12-15,3,15,12,2016,peder mannerfelt,electronic
22696,4 your eyez only,j. cole,6.7,0,paul a. thompson,contributor,2016-12-14,2,14,12,2016,j. cole,rap
22663,the early years 1965-1972,pink floyd,8.8,1,jesse jarnow,contributor,2016-12-14,2,14,12,2016,pink floyd,rock
22687,skin companion ep i,flume,6.6,0,nathan reese,contributor,2016-12-14,2,14,12,2016,flume,electronic
22662,hologram mparatorluu,gaye su akyol,7.4,0,andy beta,contributor,2016-12-14,2,14,12,2016,gaye su akyol,global
22317,sketches for my sweetheart the drunk,jeff buckley,8.0,0,ryan dombal,senior editor,2016-12-11,6,11,12,2016,jeff buckley,rock
22673,the hamilton mixtape,various artists,4.8,0,jayson greene,senior editor,2016-12-10,5,10,12,2016,various artists,
22655,bucket list project,saba,7.0,0,sheldon pearce,associate staff writer,2016-12-10,5,10,12,2016,saba,rap
22593,bobo yy: belle poque in upper volta,various artists,8.4,1,andy beta,contributor,2016-12-10,5,10,12,2016,various artists,
22627,welcome to sideways,simian mobile disco,6.8,0,cameron cook,contributor,2016-12-10,5,10,12,2016,simian mobile disco,"rock, electronic"
22555,box,gas,9.5,1,andy beta,contributor,2016-12-09,4,9,12,2016,gas,electronic
22682,zero gravity ep,kodie shane,7.8,0,sheldon pearce,associate staff writer,2016-12-09,4,9,12,2016,kodie shane,rap
22679,africa express presents... the orchestra of syrian musicians & guests,the orchestra of syrian musicians,8.0,0,kevin lozano,tracks coordinator,2016-12-09,4,9,12,2016,the orchestra of syrian musicians,global
22657,blessed initiative,blessed initiative,7.5,0,saby reyes-kulkarni,contributor,2016-12-09,4,9,12,2016,blessed initiative,electronic
22654,peace trail,neil young,6.7,0,sam sodomsky,associate staff writer,2016-12-08,3,8,12,2016,neil young,rock
22631,badmotorfinger,soundgarden,8.3,0,saby reyes-kulkarni,contributor,2016-12-08,3,8,12,2016,soundgarden,rock
22683,relationships,nick hook,7.0,0,mehan jayasuriya,contributor,2016-12-08,3,8,12,2016,nick hook,electronic
22635,der klang der offenbarung des gttlichen,kjartan sveinsson,7.8,0,ben scheim,contributor,2016-12-08,3,8,12,2016,kjartan sveinsson,experimental
22653,blue & lonesome,the rolling stones,6.9,0,stuart berman,contributor,2016-12-07,2,7,12,2016,the rolling stones,rock
22672,1017 vs. the world,"gucci mane, lil uzi vert",6.8,0,israel daramola,contributor,2016-12-07,2,7,12,2016,gucci mane,rap
22672,1017 vs. the world,"gucci mane, lil uzi vert",6.8,0,israel daramola,contributor,2016-12-07,2,7,12,2016,lil uzi vert,rap
22536,how to disappear in america,young male,7.4,0,philip sherburne,contributing editor,2016-12-07,2,7,12,2016,young male,electronic
22676,harlequin,alex izenberg,6.3,0,evan rytlewski,contributor,2016-12-07,2,7,12,2016,alex izenberg,pop/r&b
22671,"awaken, my love",childish gambino,7.2,0,matthew strauss,associate editor,2016-12-06,1,6,12,2016,childish gambino,rap
22675,zoovier,fetty wap,6.4,0,sheldon pearce,associate staff writer,2016-12-06,1,6,12,2016,fetty wap,rap
22680,the weight of these wings,miranda lambert,7.8,0,sam sodomsky,associate staff writer,2016-12-06,1,6,12,2016,miranda lambert,folk/country
22641,love and noir.,denitia and sene,6.6,0,andy beta,contributor,2016-12-06,1,6,12,2016,denitia and sene,pop/r&b
22645,darkness and light,john legend,7.0,0,marcus j. moore,contributor,2016-12-05,0,5,12,2016,john legend,pop/r&b
22393,unfinished music no. 1: two virgins,"yoko ono, john lennon",6.8,1,seth colter walls,contributor,2016-12-05,0,5,12,2016,yoko ono,"rock, experimental"
22393,unfinished music no. 1: two virgins,"yoko ono, john lennon",6.8,1,seth colter walls,contributor,2016-12-05,0,5,12,2016,john lennon,"rock, experimental"
22660,only heaven,coldcut,5.2,0,philip sherburne,contributing editor,2016-12-05,0,5,12,2016,coldcut,"jazz, electronic"
22553,let it be you,"joan as police woman, benjamin lazar davis",6.9,0,saby reyes-kulkarni,contributor,2016-12-05,0,5,12,2016,joan as police woman,"rock, pop/r&b"
22553,let it be you,"joan as police woman, benjamin lazar davis",6.9,0,saby reyes-kulkarni,contributor,2016-12-05,0,5,12,2016,benjamin lazar davis,"rock, pop/r&b"
22626,the devil and god are raging inside me,brand new,8.5,0,ian cohen,contributor,2016-12-04,6,4,12,2016,brand new,rock
22639,singles,sun ra,8.7,1,dean van nguyen,contributor,2016-12-03,5,3,12,2016,sun ra,jazz
22658,hxan,dungen,6.9,0,daniel martin-mccormick,contributor,2016-12-03,5,3,12,2016,dungen,rock
22638,remain calm,"mica levi, oliver coates",7.7,0,thea ballard,contributor,2016-12-03,5,3,12,2016,mica levi,experimental
22638,remain calm,"mica levi, oliver coates",7.7,0,thea ballard,contributor,2016-12-03,5,3,12,2016,oliver coates,experimental
22656,broken knowz,jay daniel,7.5,0,jay balfour,contributor,2016-12-03,5,3,12,2016,jay daniel,electronic
22669,out of time,r.e.m.,8.4,0,evan rytlewski,contributor,2016-12-02,4,2,12,2016,r.e.m.,rock
22634,24k magic,bruno mars,6.2,0,katherine st. asaph,contributor,2016-12-02,4,2,12,2016,bruno mars,pop/r&b
22632,keita sano,keita sano,7.4,0,drew gaerig,contributor,2016-12-02,4,2,12,2016,keita sano,electronic
22652,amore per tutti,tredici bacci,7.0,0,saby reyes-kulkarni,contributor,2016-12-02,4,2,12,2016,tredici bacci,jazz
22674,young death / nightmarket,burial,6.9,0,mark richardson,executive editor,2016-12-01,3,1,12,2016,burial,"experimental, electronic"
22670,red friday,yg,7.2,0,paul a. thompson,contributor,2016-12-01,3,1,12,2016,yg,rap
22646,abendrot,you blew it!,7.2,0,ian cohen,contributor,2016-12-01,3,1,12,2016,you blew it!,rock
22535,what you get for being young,suzanne kraft,8.0,0,philip sherburne,contributing editor,2016-12-01,3,1,12,2016,suzanne kraft,electronic
22668,starboy,the weeknd,6.7,0,mehan jayasuriya,contributor,2016-11-30,2,30,11,2016,the weeknd,pop/r&b
22650,"pc music, vol. 2",various artists,6.2,0,thea ballard,contributor,2016-11-30,2,30,11,2016,various artists,
22651,mystery cove,monster rally,6.5,0,paul thompson,contributor,2016-11-30,2,30,11,2016,monster rally,electronic
22596,six pianos / keyboard study #1,"steve reich, terry riley",7.2,0,daniel martin-mccormick,contributor,2016-11-30,2,30,11,2016,steve reich,experimental
22596,six pianos / keyboard study #1,"steve reich, terry riley",7.2,0,daniel martin-mccormick,contributor,2016-11-30,2,30,11,2016,terry riley,experimental
22644,woman,justice,5.2,0,mehan jayasuriya,contributor,2016-11-29,1,29,11,2016,justice,electronic
22649,wonderland,demdike stare,8.2,0,philip sherburne,contributing editor,2016-11-29,1,29,11,2016,demdike stare,electronic
22583,defy a thing to be,bully fae,6.5,0,kevin lozano,tracks coordinator,2016-11-29,1,29,11,2016,bully fae,electronic
22595,l.a. heartbreak,rainbow arabia,6.5,0,"edwin ""stats"" houghton",,2016-11-29,1,29,11,2016,rainbow arabia,pop/r&b
22467,before the dawn,kate bush,8.5,1,laura snapes,contributor,2016-11-28,0,28,11,2016,kate bush,pop/r&b
22613,the d-boy diary books 1 & 2,e-40,6.8,0,renato pagnani,contributor,2016-11-28,0,28,11,2016,e-40,rap
22620,on behalf of nature,meredith monk,8.1,0,seth colter walls,contributor,2016-11-28,0,28,11,2016,meredith monk,experimental
22633,young narrator in the breakers,pavo pavo,7.2,0,cameron cook,contributor,2016-11-28,0,28,11,2016,pavo pavo,pop/r&b
22597,sixth stitch,via app,7.4,0,kevin lozano,tracks coordinator,2016-11-28,0,28,11,2016,via app,electronic
22561,death certificate,ice cube,9.5,0,eric harvey,contributor,2016-11-27,6,27,11,2016,ice cube,rap
22648,redemption,dawn richard,8.0,0,brad nelson,contributor,2016-11-26,5,26,11,2016,dawn richard,pop/r&b
22531,what's your sign?,"oneida, rhys chatham",7.8,0,jesse jarnow,contributor,2016-11-26,5,26,11,2016,oneida,"rock, experimental"
22531,what's your sign?,"oneida, rhys chatham",7.8,0,jesse jarnow,contributor,2016-11-26,5,26,11,2016,rhys chatham,"rock, experimental"
22533,vergers,sarah davachi,7.5,0,philip sherburne,contributing editor,2016-11-26,5,26,11,2016,sarah davachi,electronic
22637,a o r t a,vicky chow,7.3,0,seth colter walls,contributor,2016-11-26,5,26,11,2016,vicky chow,experimental
22647,free bricks 2: zone 6 edition,"gucci mane, future",6.9,0,paul a. thompson,contributor,2016-11-23,2,23,11,2016,gucci mane,rap
22647,free bricks 2: zone 6 edition,"gucci mane, future",6.9,0,paul a. thompson,contributor,2016-11-23,2,23,11,2016,future,rap
22614,boots no. 1: the official revival bootleg,gillian welch,7.9,0,jonathan bernstein,contributor,2016-11-23,2,23,11,2016,gillian welch,rock
22622,worry.,jeff rosenstock,8.0,0,ian cohen,contributor,2016-11-23,2,23,11,2016,jeff rosenstock,rock
22636,wyatt at the coyote palace,kristin hersh,7.5,0,katherine st. asaph,contributor,2016-11-23,2,23,11,2016,kristin hersh,rock
22629,hardwired...to self-destruct,metallica,6.5,0,zoe camp,contributor,2016-11-22,1,22,11,2016,metallica,metal
22534,shadow boat ep,porter ricks,8.0,0,philip sherburne,contributing editor,2016-11-22,1,22,11,2016,porter ricks,electronic
22565,ring spiel tour 95,mike watt,8.0,0,caryn rose,contributor,2016-11-22,1,22,11,2016,mike watt,rock
22395,daniel bachman,daniel bachman,7.3,0,marc masters,contributor,2016-11-22,1,22,11,2016,daniel bachman,folk/country
22592,incunabula,autechre,8.2,1,andy beta,contributor,2016-11-21,0,21,11,2016,autechre,electronic
22598,no waves,body/head,7.4,0,jes skolnik,contributor,2016-11-21,0,21,11,2016,body/head,rock
22628,patterns of light,his name is alive,6.6,0,miles raymer,contributor,2016-11-21,0,21,11,2016,his name is alive,rock
22624,on dark silent off,radian,8.0,0,saby reyes-kulkarni,contributor,2016-11-21,0,21,11,2016,radian,rock
22619,flasher ep,flasher,7.8,0,nina mashurova,,2016-11-21,0,21,11,2016,flasher,"rock, experimental"
22642,im your man,leonard cohen,9.5,0,dorian lynskey,,2016-11-20,6,20,11,2016,leonard cohen,rock
22603,nightride,tinashe,7.8,0,rebecca haithcoat,contributor,2016-11-19,5,19,11,2016,tinashe,pop/r&b
22594,"the microcosm: visionary music of continental europe, 1970-1986",various artists,7.7,0,louis pattison,contributor,2016-11-19,5,19,11,2016,various artists,
22630,highway songs,papa m,7.4,0,marc masters,contributor,2016-11-19,5,19,11,2016,papa m,rock
22552,yaroze dream suite,yaroze dream suite,6.5,0,jonathan patrick,contributor,2016-11-19,5,19,11,2016,yaroze dream suite,electronic
22625,an odd entrances,thee oh sees,6.7,0,evan rytlewski,contributor,2016-11-18,4,18,11,2016,thee oh sees,rock
22618,persona ep,lorenzo senni,7.5,0,andy beta,contributor,2016-11-18,4,18,11,2016,lorenzo senni,electronic
22602,telling it like it is,marching church,6.4,0,zoe camp,contributor,2016-11-18,4,18,11,2016,marching church,rock
22621,luz,devonwho,6.5,0,benjamin scheim,contributor,2016-11-18,4,18,11,2016,devonwho,rap
22607,we got it from here... thank you 4 your service,a tribe called quest,9.0,1,kris ex,contributor,2016-11-17,3,17,11,2016,a tribe called quest,rap
22611,slugger,sad13,7.4,0,quinn moreland,assistant editor,2016-11-17,3,17,11,2016,sad13,pop/r&b
22616,ecologies ii: ecosystems of excess,j.g. biberkopf,6.3,0,louis pattison,contributor,2016-11-17,3,17,11,2016,j.g. biberkopf,electronic
22617,the madness of many,animals as leaders,6.4,0,sam sodomsky,associate staff writer,2016-11-17,3,17,11,2016,animals as leaders,metal
22401,washington phillips and his manzarene dreams,washington phillips,8.5,1,mike powell,contributor,2016-11-16,2,16,11,2016,washington phillips,folk/country
22394,$uccessor (ded004),dedekind cut,8.2,0,thea ballard,contributor,2016-11-16,2,16,11,2016,dedekind cut,experimental
22457,&,michael mayer,7.7,0,philip sherburne,contributing editor,2016-11-16,2,16,11,2016,michael mayer,electronic
22501,michael gordon: timber remixed,mantra percussion,6.8,0,seth colter walls,contributor,2016-11-16,2,16,11,2016,mantra percussion,experimental
22612,mc4,french montana,7.0,0,paul a. thompson,contributor,2016-11-15,1,15,11,2016,french montana,rap
22525,folk time,hart valley drifters,7.8,0,jesse jarnow,contributor,2016-11-15,1,15,11,2016,hart valley drifters,folk/country
22610,long live the angels,emeli sand,5.4,0,katherine st. asaph,contributor,2016-11-15,1,15,11,2016,emeli sand,pop/r&b
22518,restless,ken thomson,7.9,0,seth colter walls,contributor,2016-11-15,1,15,11,2016,ken thomson,experimental
22527,the complete sony recordings,philip glass,8.6,1,seth colter walls,contributor,2016-11-14,0,14,11,2016,philip glass,experimental
22623,free the real (pt. 2),bibi bourelly,6.8,0,katherine st. asaph,contributor,2016-11-14,0,14,11,2016,bibi bourelly,pop/r&b
22563,monument builders,loscil,7.4,0,brian burlage,,2016-11-14,0,14,11,2016,loscil,"rock, global, electronic"
22505,holiday for strings,peter stampfel,7.9,0,jesse jarnow,contributor,2016-11-14,0,14,11,2016,peter stampfel,folk/country
22465,amalgam,"okkyung lee, christian marclay",8.0,0,seth colter walls,contributor,2016-11-14,0,14,11,2016,okkyung lee,"rock, jazz, experimental, electronic"
22465,amalgam,"okkyung lee, christian marclay",8.0,0,seth colter walls,contributor,2016-11-14,0,14,11,2016,christian marclay,"rock, jazz, experimental, electronic"
22506,double nickels on the dime,minutemen,9.5,0,marc masters,contributor,2016-11-13,6,13,11,2016,minutemen,rock
22581,bleed for this ost,various artists,6.0,0,kevin lozano,tracks coordinator,2016-11-12,5,12,11,2016,various artists,
22519,devil music,the men,6.8,0,john s.w. macdonald,contributor,2016-11-12,5,12,11,2016,the men,rock
22608,hubris,oren ambarchi,7.5,0,nathan reese,contributor,2016-11-12,5,12,11,2016,oren ambarchi,experimental
22573,ping pong,jacuzzi boys,6.6,0,saby reyes-kulkarni,contributor,2016-11-12,5,12,11,2016,jacuzzi boys,rock
22609,ded sec - watch dogs 2 (ost),hudson mohawke,7.2,0,philip sherburne,contributing editor,2016-11-11,4,11,11,2016,hudson mohawke,electronic
22605,have a nice dream,kool a.d.,6.0,0,renato pagnani,contributor,2016-11-11,4,11,11,2016,kool a.d.,rap
22606,systems/layers,rachel's,8.5,1,benjamin scheim,contributor,2016-11-11,4,11,11,2016,rachel's,rock
22502,dead to the world,helmet,6.8,0,saby reyes kulkarni,contributor,2016-11-11,4,11,11,2016,helmet,metal
22582,here,alicia keys,6.5,0,vanessa okoth-obbo,contributor,2016-11-10,3,10,11,2016,alicia keys,pop/r&b
22604,arcade,topaz jones,7.2,0,matthew ramirez,contributor,2016-11-10,3,10,11,2016,topaz jones,rap
22585,spaghetto,gaika,7.8,0,kevin lozano,tracks coordinator,2016-11-10,3,10,11,2016,gaika,rap
22560,ghosthouse ,uniform,7.2,0,raymond cummings,contributor,2016-11-10,3,10,11,2016,uniform,rock
22589,collage ,the chainsmokers,3.5,0,kevin lozano,tracks coordinator,2016-11-09,2,9,11,2016,the chainsmokers,electronic
22584,origin of what,tyvek,7.8,0,evan minsker,deputy news editor,2016-11-09,2,9,11,2016,tyvek,
22392,"lady, give me your key: the unissued 1967 solo acoustic sessions",tim buckley,6.3,0,andy beta,contributor,2016-11-09,2,9,11,2016,tim buckley,rock
22347,away with you,mary halvorson,8.0,0,seth colter walls,contributor,2016-11-09,2,9,11,2016,mary halvorson,jazz
22571,jessica rabbit,sleigh bells,5.9,0,evan rytlewski,contributor,2016-11-08,1,8,11,2016,sleigh bells,pop/r&b
22586,trap or die 3,jeezy,6.0,0,evan rytlewski,contributor,2016-11-08,1,8,11,2016,jeezy,rap
22587,lodestar,shirley collins,8.0,0,louis pattison,contributor,2016-11-08,1,8,11,2016,shirley collins,folk/country
22550,the visitor ,kadhja bonet,7.2,0,marcus k. dowling,,2016-11-08,1,8,11,2016,kadhja bonet,pop/r&b
22464,soft hair,soft hair,6.8,0,andy beta,contributor,2016-11-08,1,8,11,2016,soft hair,pop/r&b
22570,eternally even,jim james,7.9,0,ryan leas,,2016-11-07,0,7,11,2016,jim james,rock
22599,cozy tapes vol. 1: friends-,a$ap mob,7.1,0,matthew strauss,associate editor,2016-11-07,0,7,11,2016,a$ap mob,rap
22558,apocalypse fetish,lou barlow,6.5,0,saby reyes-kulkarni,contributor,2016-11-07,0,7,11,2016,lou barlow,rock
22415,romantic,mannequin pussy,7.6,0,raymond cummings,contributor,2016-11-07,0,7,11,2016,mannequin pussy,rock
22600,arrival,abba,8.6,0,simon goddard,,2016-11-06,6,6,11,2016,abba,pop/r&b
22566,blunted on reality,fugees,7.6,0,sheldon pearce,associate staff writer,2016-11-05,5,5,11,2016,fugees,rap
22520,strange city (cd),"sun ra, merzbow",7.3,0,marc masters,contributor,2016-11-05,5,5,11,2016,sun ra,"jazz, experimental"
22520,strange city (cd),"sun ra, merzbow",7.3,0,marc masters,contributor,2016-11-05,5,5,11,2016,merzbow,"jazz, experimental"
22574,liberation,oddcouple,7.2,0,jay balfour,contributor,2016-11-05,5,5,11,2016,oddcouple,rap
22452,the deaner album,the dean ween group,6.0,0,matthew grosinger,contributor,2016-11-05,5,5,11,2016,the dean ween group,rock
22588,black america again,common,7.9,0,edwin stats houghton,,2016-11-04,4,4,11,2016,common,rap
22455,talk to you soon,ricky eat acid,7.3,0,matthew grosinger,contributor,2016-11-04,4,4,11,2016,ricky eat acid,electronic
22480,keep flexin,rich the kid,6.5,0,mehan jayasuriya,contributor,2016-11-04,4,4,11,2016,rich the kid,rap
22543,you know what its like,carla dal forno,7.4,0,saby reyes-kulkarni,contributor,2016-11-04,4,4,11,2016,carla dal forno,electronic
22579,xxx,pussy riot,6.6,0,nina mashurova,,2016-11-03,3,3,11,2016,pussy riot,rock
22576,qtt4,huerco s.,7.7,0,philip sherburne,contributing editor,2016-11-03,3,3,11,2016,huerco s.,experimental
22569,live at the whiskey a go go: the complete recordings,otis redding,9.0,0,stephen thomas erlewine,contributor,2016-11-03,3,3,11,2016,otis redding,pop/r&b
22556,the olympians,the olympians,6.8,0,jay balfour,contributor,2016-11-03,3,3,11,2016,the olympians,pop/r&b
22575,dc4,meek mill,6.9,0,matthew ismael ruiz,contributor,2016-11-02,2,2,11,2016,meek mill,rap
22554,"freedom jazz dance: the bootleg series, vol. 5",miles davis quintet,7.5,0,michael j. agovino,,2016-11-02,2,2,11,2016,miles davis quintet,jazz
22528,disclosure,kassem mosse,7.9,0,philip sherburne,contributing editor,2016-11-02,2,2,11,2016,kassem mosse,electronic
22540,dissociation,the dillinger escape plan,6.9,0,saby reyes-kulkarni,contributor,2016-11-02,2,2,11,2016,the dillinger escape plan,metal
22374,metal box,public image ltd,10.0,1,simon reynolds,contributor,2016-11-01,1,1,11,2016,public image ltd,rock
22562,goodbye terrible youth,american wrestlers,7.1,0,brian burlage,,2016-11-01,1,1,11,2016,american wrestlers,rock
22578,lady wood,tove lo,7.0,0,katherine st. asaph,contributor,2016-11-01,1,1,11,2016,tove lo,pop/r&b
22414,strands,steve hauschildt,7.6,0,philip sherburne,contributing editor,2016-11-01,1,1,11,2016,steve hauschildt,electronic
22498,flotus,lambchop,8.0,0,sam sodomsky,associate staff writer,2016-10-31,0,31,10,2016,lambchop,rock
22413,all the right noises,roman flgel,7.8,0,philip sherburne,contributing editor,2016-10-31,0,31,10,2016,roman flgel,electronic
22572,onederful,dj rude one,6.9,0,dean van nguyen,contributor,2016-10-31,0,31,10,2016,dj rude one,rap
22462,tumblers from the vault (19701972),syrinx,8.2,0,andy beta,contributor,2016-10-31,0,31,10,2016,syrinx,electronic
22557,hunted,khemmis,7.6,0,andy o'connor,contributor,2016-10-31,0,31,10,2016,khemmis,metal
22485,blood on the tracks,bob dylan,10.0,0,jesse jarnow,contributor,2016-10-30,6,30,10,2016,bob dylan,rock
22547,rage & the machine,joe budden,6.0,0,jay balfour,contributor,2016-10-29,5,29,10,2016,joe budden,rap
22537,secret path,gord downie,8.0,0,brad nelson,contributor,2016-10-29,5,29,10,2016,gord downie,rock
22441,r m h q: headquarters,roy montgomery,8.1,0,marc masters,contributor,2016-10-29,5,29,10,2016,roy montgomery,rock
22517,candida cosmica,"patrick cowley, candida royalle",7.6,0,andy beta,contributor,2016-10-29,5,29,10,2016,patrick cowley,electronic
22517,candida cosmica,"patrick cowley, candida royalle",7.6,0,andy beta,contributor,2016-10-29,5,29,10,2016,candida royalle,electronic
22523,big baby d.r.a.m.,d.r.a.m.,7.8,0,jayson greene,senior editor,2016-10-28,4,28,10,2016,d.r.a.m.,rap
22551,running out of love,the radio dept.,7.6,0,cameron cook,contributor,2016-10-28,4,28,10,2016,the radio dept.,pop/r&b
22568,dreamt takes,luis,6.8,0,louis pattison,contributor,2016-10-28,4,28,10,2016,luis,electronic
22483,beyond now,donny mccaslin,6.4,0,seth colter walls,contributor,2016-10-28,4,28,10,2016,donny mccaslin,jazz
22567,lazarus ost,various artists,6.2,0,douglas wolk,contributor,2016-10-27,3,27,10,2016,various artists,
22549,lighthouse,david crosby,6.5,0,stephen thomas erlewine,,2016-10-27,3,27,10,2016,david crosby,rock
22545,mad love.,jojo,7.0,0,vanessa okoth-obbo,contributor,2016-10-27,3,27,10,2016,jojo,pop/r&b
